PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
KY,b,2000-2004,95-99,0.33425,0.83168,1.98,4764,3962,11853,13517,2.84
KY,b,2000-2004,100-104,0.47288,0.92256,1.69,802,740,1564,1664,2.08
KY,b,2000-2004,105-109,0.61790,0.96566,1.44,62,60,97,100,1.61
KY,b,2000-2004,110+,0.73016,1.00000,1.37,2,2,3,3,1.37
KY,b,2005-2009,0,0.00708,0.00703,0.07,100000,703,99345,7572339,75.72
KY,b,2005-2009,1-4,0.00034,0.00135,1.69,99297,134,396878,7472995,75.26
KY,b,2005-2009,5-9,0.00015,0.00076,2.41,99163,76,495618,7076116,71.36
KY,b,2005-2009,10-14,0.00020,0.00099,2.72,99087,98,495212,6580498,66.41
KY,b,2005-2009,15-19,0.00069,0.00344,2.95,98989,341,494245,6085286,61.47
KY,b,2005-2009,20-24,0.00111,0.00551,2.53,98648,544,491901,5591040,56.68
KY,b,2005-2009,25-29,0.00137,0.00685,2.59,98105,672,488902,5099140,51.98
KY,b,2005-2009,30-34,0.00158,0.00787,2.5,97433,767,485246,4610237,47.32
KY,b,2005-2009,35-39,0.00197,0.00983,2.64,96666,950,481086,4124992,42.67
KY,b,2005-2009,40-44,0.00299,0.01486,2.69,95716,1422,475302,3643906,38.07
KY,b,2005-2009,45-49,0.00429,0.02124,2.62,94294,2003,466715,3168604,33.60
KY,b,2005-2009,50-54,0.00629,0.03099,2.61,92292,2860,454633,2701889,29.28
KY,b,2005-2009,55-59,0.00880,0.04309,2.64,89432,3854,438054,2247256,25.13
KY,b,2005-2009,60-64,0.01353,0.06559,2.67,85578,5613,414796,1809202,21.14
KY,b,2005-2009,65-69,0.02073,0.09876,2.62,79965,7898,381026,1394406,17.44
KY,b,2005-2009,70-74,0.03100,0.14433,2.61,72067,10402,335503,1013379,14.06
KY,b,2005-2009,75-79,0.04720,0.21189,2.59,61666,13067,276827,677877,10.99
KY,b,2005-2009,80-84,0.07636,0.32174,2.55,48599,15636,204760,401050,8.25
KY,b,2005-2009,85-89,0.12650,0.47833,2.45,32963,15767,124638,196290,5.95
KY,b,2005-2009,90-94,0.20912,0.66465,2.26,17196,11429,54654,71652,4.17
KY,b,2005-2009,95-99,0.31978,0.81767,2.01,5767,4715,14745,16998,2.95
KY,b,2005-2009,100-104,0.45699,0.91536,1.73,1051,962,2106,2253,2.14
KY,b,2005-2009,105-109,0.60268,0.96261,1.47,89,86,142,147,1.65
KY,b,2005-2009,110+,0.71676,1.00000,1.4,3,3,5,5,1.40
KY,b,2010-2014,0,0.00679,0.00674,0.07,100000,674,99371,7593704,75.94
KY,b,2010-2014,1-4,0.00031,0.00123,1.7,99326,122,397022,7494333,75.45
KY,b,2010-2014,5-9,0.00015,0.00073,2.41,99204,72,495832,7097311,71.54
KY,b,2010-2014,10-14,0.00017,0.00086,2.83,99131,85,495474,6601479,66.59
KY,b,2010-2014,15-19,0.00053,0.00267,3.05,99047,264,494719,6106006,61.65
KY,b,2010-2014,20-24,0.00099,0.00494,2.56,98783,488,492722,5611286,56.80
KY,b,2010-2014,25-29,0.00131,0.00654,2.61,98295,643,489935,5118565,52.07
KY,b,2010-2014,30-34,0.00178,0.00885,2.56,97652,864,486152,4628630,47.40
KY,b,2010-2014,35-39,0.00221,0.01097,2.62,96788,1062,481410,4142478,42.80
KY,b,2010-2014,40-44,0.00291,0.01445,2.63,95726,1384,475350,3661068,38.25
KY,b,2010-2014,45-49,0.00456,0.02254,2.68,94343,2127,466773,3185718,33.77
KY,b,2010-2014,50-54,0.00682,0.03356,2.61,92216,3094,453690,2718946,29.48
KY,b,2010-2014,55-59,0.00945,0.04619,2.58,89122,4117,435654,2265255,25.42
KY,b,2010-2014,60-64,0.01317,0.06384,2.62,85005,5427,412116,1829601,21.52
KY,b,2010-2014,65-69,0.01967,0.09399,2.64,79578,7480,380213,1417485,17.81
KY,b,2010-2014,70-74,0.02986,0.13936,2.61,72098,10047,336444,1037272,14.39
KY,b,2010-2014,75-79,0.04584,0.20627,2.58,62051,12799,279238,700828,11.29
KY,b,2010-2014,80-84,0.07123,0.30324,2.55,49252,14935,209681,421590,8.56
KY,b,2010-2014,85-89,0.12065,0.46222,2.47,34317,15862,131469,211909,6.18
KY,b,2010-2014,90-94,0.19676,0.64180,2.29,18455,11844,60196,80439,4.36
KY,b,2010-2014,95-99,0.30574,0.80296,2.04,6610,5308,17361,20243,3.06
KY,b,2010-2014,100-104,0.44125,0.90759,1.76,1303,1182,2679,2883,2.21
KY,b,2010-2014,105-109,0.58757,0.95934,1.49,120,115,197,203,1.69
KY,b,2010-2014,110+,0.70354,1.00000,1.42,5,5,7,7,1.42
KY,b,2015-2017,0,0.00665,0.00661,0.07,100000,661,99383,7535287,75.35
KY,b,2015-2017,1-4,0.00029,0.00116,1.65,99339,115,397085,7435904,74.85
KY,b,2015-2017,5-9,0.00014,0.00071,2.42,99224,70,495938,7038819,70.94
KY,b,2015-2017,10-14,0.00020,0.00098,2.8,99153,97,495553,6542881,65.99
KY,b,2015-2017,15-19,0.00064,0.00320,3.03,99056,317,494654,6047327,61.05
KY,b,2015-2017,20-24,0.00108,0.00538,2.6,98739,531,492421,5552673,56.24
KY,b,2015-2017,25-29,0.00163,0.00813,2.63,98207,799,489141,5060253,51.53
KY,b,2015-2017,30-34,0.00210,0.01047,2.65,97409,1020,484647,4571112,46.93
KY,b,2015-2017,35-39,0.00269,0.01336,2.59,96389,1288,478832,4086464,42.40
KY,b,2015-2017,40-44,0.00338,0.01675,2.6,95101,1593,471675,3607632,37.93
KY,b,2015-2017,45-49,0.00481,0.02381,2.67,93507,2226,462352,3135957,33.54
KY,b,2015-2017,50-54,0.00727,0.03572,2.63,91281,3261,448676,2673605,29.29
KY,b,2015-2017,55-59,0.01056,0.05148,2.61,88020,4532,429265,2224929,25.28
KY,b,2015-2017,60-64,0.01394,0.06745,2.6,83489,5631,403934,1795663,21.51
KY,b,2015-2017,65-69,0.01962,0.09370,2.61,77858,7295,371834,1391730,17.88
KY,b,2015-2017,70-74,0.03024,0.14103,2.61,70563,9951,329024,1019896,14.45
KY,b,2015-2017,75-79,0.04620,0.20796,2.6,60611,12605,272857,690872,11.40
KY,b,2015-2017,80-84,0.07055,0.30031,2.53,48007,14417,204366,418015,8.71
KY,b,2015-2017,85-89,0.11446,0.44448,2.49,33589,14930,130438,213649,6.36
KY,b,2015-2017,90-94,0.19147,0.63048,2.29,18660,11764,61442,83211,4.46
KY,b,2015-2017,95-99,0.29513,0.79074,2.07,6895,5452,18474,21769,3.16
KY,b,2015-2017,100-104,0.42654,0.89940,1.79,1443,1298,3042,3295,2.28
KY,b,2015-2017,105-109,0.57039,0.95509,1.52,145,139,243,253,1.74
KY,b,2015-2017,110+,0.68592,1.00000,1.46,7,7,10,10,1.46
